normalized_underlying_name,direct_scheme_code,regular_scheme_code,mapping_status,direct_scheme_codes,regular_scheme_codes
ftif series xiv v 366 days,,,rejected,,
ftif series xiv vi 366 days,,,rejected,,
ftif series xiv vii 367 days,,,rejected,,
ftif series xiv viii 371 days,,,rejected,,
ftif series xix i 369 days,,,rejected,,
ftif series xix ii 368 days,,,rejected,,
ftif series xix iii 368 days,,,rejected,,
ftif series xix iv 366 days,,,rejected,,
ftif series xix ix 369 days,,,rejected,,
ftif series xix v 1095 days,,,rejected,,
ftif series xix vi 366 days,,,rejected,,
ftif series xix vii 1095 days,,,rejected,,
ftif series xix viii 368 days,,,rejected,,
ftif series xix x 367 days,,,rejected,,
ftif series xix xi 366 days,,,rejected,,
ftif series xix xii 366 days,,,rejected,,
ftif series xix xix 1101 days,,,rejected,,
ftif series xix xv 1101 days,,,rejected,,
ftif series xix xviii 1105 days,,,rejected,,
ftif series xix xx 1099 days,,,rejected,,
ftif series xv i 368 days,,,rejected,,
ftif series xv ii 367 days,,,rejected,,
ftif series xv iii 366 days,,,rejected,,
ftif series xv iv 368 days,,,rejected,,
ftif series xv ix 366 days,,,rejected,,
ftif series xv v 366 days,,,rejected,,
ftif series xv vi 368 days,,,rejected,,
ftif series xv vii 369 days,,,rejected,,
ftif series xv viii 368 days,,,rejected,,
ftif series xv x 368 days,,,rejected,,
ftif series xvi i 366 days,,,rejected,,
ftif series xvi ii 1100 days,,,rejected,,
ftif series xvi iii 368 days,,,rejected,,
ftif series xvi iv 369 days,,,rejected,,
ftif series xvi ix 368 days,,,rejected,,
ftif series xvi v 731 days,,,rejected,,
ftif series xvi vi 369 days,,,rejected,,
ftif series xvi vii 366 days,,,rejected,,
ftif series xvi viii 368 days,,,rejected,,
ftif series xvi x 369 days,,,rejected,,
ftif series xvii i 369 days,,,rejected,,
ftif series xvii ii 369 days,,,rejected,,
ftif series xvii iii 366 days,,,rejected,,
ftif series xvii iv 531 days,,,rejected,,
ftif series xvii ix 466 days,,,rejected,,
ftif series xvii v 366 days,,,rejected,,
ftif series xvii vi 366 days,,,rejected,,
ftif series xvii vii 465 days,,,rejected,,
ftif series xvii viii 1096 days,,,rejected,,
ftif series xvii x 1152 days,,,rejected,,
ftif series xvii xi 430 days,,,rejected,,
ftif series xvii xii 1148 days,,,rejected,,
ftif series xvii xiii 369 days,,,rejected,,
ftif series xvii xiv 423 days,,,rejected,,
ftif series xvii xix 398 days,,,rejected,,
ftif series xvii xv 1825 days,,,rejected,,
ftif series xvii xvi 367 days,,,rejected,,
ftif series xvii xvii 395 days,,,rejected,,
ftif series xvii xviii 796 days,,,rejected,,
ftif series xvii xx 369 days,,,rejected,,
ftif series xviii i 400 days,,,rejected,,
ftif series xviii ii 1825 days,,,rejected,,
ftif series xviii iii 367 days,,,rejected,,
ftif series xviii iv 366 days,,,rejected,,
ftif series xviii ix 733 days,,,rejected,,
ftif series xviii v 370 days,,,rejected,,
ftif series xviii vi 367 days,,,rejected,,
ftif series xviii vii 368 days,,,rejected,,
ftif series xviii viii 366 days,,,rejected,,
ftif series xviii x 366 days,,,rejected,,
ftif series xviii xi 1095 days,,,rejected,,
ftif series xviii xii 366 days,,,rejected,,
ftif series xviii xiii 366 days,,,rejected,,
ftif series xviii xiv 368 days,,,rejected,,
ftif series xviii xv 366 days,,,rejected,,
ftif series xx i 1099 days,,,rejected,,
ftif series xx ii 1103 days,,,rejected,,
ftif series xx iii 1100 days,,,rejected,,
ftif series xx ix 1104 days,,,rejected,,
ftif series xx v 1100 days,,,rejected,,
ftif series xx vi 1100 days,,,rejected,,
ftif series xx vii 1103 days,,,rejected,,
ftif series xx viii 1105 days,,,rejected,,
ftif series xx x 1105 days,,,rejected,,
ftif series xx xi 1100 days,,,rejected,,
ftif series xx xii 1103 days,,,rejected,,
ftif series xx xvi 1100 days,,,rejected,,
ftif series xx xvii 1102 days,,,rejected,,
ftif series xxi i 1100 days,,,rejected,,
ftif series xxi ii 1100 days,,,rejected,,
ftif series xxi iii 1158 days,,,rejected,,
ftif series xxi iv 1146 days,,,rejected,,
ftif series xxi vi 1145 days,,,rejected,,
ftif series xxi vii 1143 days,,,rejected,,
ftif series xxi viii 1136 days,,,rejected,,
ftif series xxi x 1112 days,,,rejected,,
ftif series xxi xi 1112 days,,,rejected,,
ftif series xxi xii 1106 days,,,rejected,,
ftif series xxi xiv 1103 days,,,rejected,,
ftif series xxi xv 1103 days,,,rejected,,
ftif series xxii i 1099 days,134526.0,134522.0,high_confidence_candidate,,
ftif series xxii ii 1099 days,,,rejected,,
ftif series xxii iii 1099 days,134747.0,134750.0,high_confidence_candidate,,
ftif series xxii iv 1098 days,134793.0,134797.0,high_confidence_candidate,,
ftif series xxii ix 1099 days,135029.0,135025.0,high_confidence_candidate,,
ftif series xxii v 1099 days,134897.0,134896.0,high_confidence_candidate,,
ftif series xxii vi 1098 days,134985.0,134978.0,high_confidence_candidate,,
ftif series xxii vii 1098 days,134993.0,134988.0,high_confidence_candidate,,
ftif series xxii viii 1099 days,135019.0,135015.0,high_confidence_candidate,,
ftif series xxii x 1098 days,135045.0,135044.0,high_confidence_candidate,,
ftif series xxii xi 1098 days,135070.0,135066.0,high_confidence_candidate,,
ftif series xxii xii 1100 days,135207.0,135202.0,high_confidence_candidate,,
ftif series xxii xiii 1100 days,135267.0,135258.0,high_confidence_candidate,,
ftif series xxii xiv 1100 days,135271.0,135268.0,high_confidence_candidate,,
ftif series xxii xv 1098 days,,,rejected,,
ftif series xxiii i 1098 days,135363.0,135370.0,high_confidence_candidate,,
ftif series xxiii ii 1100 days,135459.0,135452.0,high_confidence_candidate,,
ftif series xxiii iii 1098 days,135385.0,135384.0,high_confidence_candidate,,
ftif series xxiii iv 1100 days,135523.0,135514.0,high_confidence_candidate,,
ftif series xxiii ix 1100 days,135827.0,135832.0,high_confidence_candidate,,
ftif series xxiii v 1100 days,135580.0,135572.0,high_confidence_candidate,,
ftif series xxiii vi 1100 days,135647.0,135638.0,high_confidence_candidate,,
ftif series xxiii vii 1098 days,135670.0,135668.0,high_confidence_candidate,,
ftif series xxiii viii 1100 days,135698.0,135697.0,high_confidence_candidate,,
ftif series xxiii x 1100 days,135879.0,135874.0,high_confidence_candidate,,
ftif series xxiii xi 1100 days,135942.0,135947.0,high_confidence_candidate,,
ftif series xxiii xii 1100 days,136011.0,136017.0,high_confidence_candidate,,
ftif series xxiii xiii 1100 days,136096.0,136103.0,high_confidence_candidate,,
ftif series xxiii xiv 1145 days,136199.0,136206.0,high_confidence_candidate,,
ftif series xxiii xv 1176 days,136213.0,136214.0,high_confidence_candidate,,
ftif series xxiv ii 1142 days,136349.0,136353.0,high_confidence_candidate,,
ftif series xxiv ix 1183 days,139233.0,139234.0,high_confidence_candidate,,
ftif series xxiv v 1132 days,136488.0,136496.0,high_confidence_candidate,,
ftif series xxiv vi 1181 days,136499.0,136558.0,high_confidence_candidate,,
ftif series xxiv vii 1182 days,138244.0,138247.0,high_confidence_candidate,,
ftif series xxiv viii 1184 days,,,rejected,,
ftif series xxiv x 1118 days,139210.0,139215.0,high_confidence_candidate,,
ftif series xxiv xi 1098 days,139273.0,139275.0,high_confidence_candidate,,
ftif series xxiv xii 1099 days,139317.0,139324.0,high_confidence_candidate,,
ftif series xxiv xiii 1097 days,139350.0,139354.0,high_confidence_candidate,,
ftif series xxiv xiv 1831 days,139399.0,139395.0,high_confidence_candidate,,
ftif series xxiv xv 1099 days,139422.0,139425.0,high_confidence_candidate,,
ftif series xxiv xvii 1098 days,139478.0,139487.0,high_confidence_candidate,,
ftif series xxv i 1099 days,139550.0,139559.0,high_confidence_candidate,,
ftif series xxv ii 1097 days,139625.0,139624.0,high_confidence_candidate,,
ftif series xxv iii 1100 days,139725.0,139724.0,high_confidence_candidate,,
ftif series xxv iv 1100 days,139800.0,139805.0,high_confidence_candidate,,
ftif series xxv ix 1098 days,140069.0,140074.0,high_confidence_candidate,,
ftif series xxv v 1100 days,139810.0,139812.0,high_confidence_candidate,,
ftif series xxv vi 1098 days,139907.0,139908.0,high_confidence_candidate,,
ftif series xxv vii 1097 days,139981.0,139982.0,high_confidence_candidate,,
ftif series xxv viii 1100 days,140033.0,140039.0,high_confidence_candidate,,
ftif series xxv x 1229 days,140130.0,140123.0,high_confidence_candidate,,
ftif series xxv xi 1211 days,140373.0,140368.0,high_confidence_candidate,,
ftif series xxv xii 1198 days,140419.0,140420.0,high_confidence_candidate,,
ftif series xxvi i 1182 days,140466.0,140475.0,high_confidence_candidate,,
ftif series xxvi ii 1176 days,140524.0,140520.0,high_confidence_candidate,,
ftif series xxvi iii 1169 days,140635.0,140640.0,high_confidence_candidate,,
ftif series xxvi ix 1113 days,141176.0,141173.0,high_confidence_candidate,,
ftif series xxvi v 1160 days,140857.0,140855.0,high_confidence_candidate,,
ftif series xxvi vi 1146 days,140964.0,140968.0,high_confidence_candidate,,
ftif series xxvi vii 1140 days,141013.0,141015.0,high_confidence_candidate,,
ftif series xxvi viii 1154 days,141111.0,141115.0,high_confidence_candidate,,
ftif series xxvi x 1107 days,141193.0,141195.0,high_confidence_candidate,,
ftif series xxvi xi 1105 days,141236.0,141240.0,high_confidence_candidate,,
ftif series xxvi xii 1096 days,141296.0,141289.0,high_confidence_candidate,,
ftif series xxvi xiii 1124 days,141307.0,141311.0,high_confidence_candidate,,
ftif series xxvi xiv 1105 days,141402.0,141400.0,high_confidence_candidate,,
ftif series xxvi xv 1097 days,141452.0,141449.0,high_confidence_candidate,,
ftif series xxvii i 1113 days,141485.0,141481.0,high_confidence_candidate,,
ftif series xxvii ii 1161 days,141534.0,141536.0,high_confidence_candidate,,
ftif series xxvii iii 1096 days,141572.0,141573.0,high_confidence_candidate,,
ftif series xxvii iv 1113 days,141620.0,141629.0,high_confidence_candidate,,
ftif series xxvii ix 1160 days,141843.0,141850.0,high_confidence_candidate,,
ftif series xxvii v 1097 days,141716.0,141719.0,high_confidence_candidate,,
ftif series xxvii vi 1113 days,141757.0,141751.0,high_confidence_candidate,,
ftif series xxvii vii 1104 days,141778.0,141775.0,high_confidence_candidate,,
ftif series xxvii viii 1117 days,141821.0,141818.0,high_confidence_candidate,,
ftif series xxvii x 1118 days,141899.0,141907.0,high_confidence_candidate,,
ftif series xxviii i 1230 days,141939.0,141947.0,high_confidence_candidate,,
ftif series xxviii ii 1210 days,142025.0,142030.0,high_confidence_candidate,,
ftif series xxviii iii 1203 days,142093.0,142097.0,high_confidence_candidate,,
ftif series xxviii iv 1204 days,142201.0,142208.0,high_confidence_candidate,,
ftif series xxviii ix 1168 days,142525.0,142519.0,high_confidence_candidate,,
ftif series xxviii v 1190 days,142225.0,142222.0,high_confidence_candidate,,
ftif series xxviii vi 1190 days,142268.0,142269.0,high_confidence_candidate,,
ftif series xxviii vii 1169 days,142326.0,142327.0,high_confidence_candidate,,
ftif series xxviii viii 1171 days,142361.0,142365.0,high_confidence_candidate,,
ftif series xxviii x 1153 days,142578.0,142579.0,high_confidence_candidate,,
ftif series xxviii xi 1161 days,142789.0,142794.0,high_confidence_candidate,,
ftif series xxviii xii 1154 days,142813.0,142807.0,high_confidence_candidate,,
ftif series xxviii xiii 1134 days,142815.0,142848.0,high_confidence_candidate,,
ftif series xxviii xiv 1147 days optioni,,,rejected,,
ftp 65 728 days _direct plan_growth,,,rejected,,
ftp s 12 369 days,121389.0,121381.0,high_confidence_candidate,,
ftp s 13 371 days,121477.0,121479.0,high_confidence_candidate,,
ftp s 14 399 days,121485.0,121491.0,high_confidence_candidate,,
ftp s 16 397 days,121681.0,121677.0,high_confidence_candidate,,
ftp s 17 366 days,121787.0,121790.0,high_confidence_candidate,,
ftp s 24 729 days plan_growth,123018.0,123013.0,high_confidence_candidate,,
ftp s 25 729 days _direct plan_growth,,,rejected,,
ftp s 26 489 days _direct,,,rejected,,
ftp s 27 366 days _direct,,,rejected,,
ftp s 40 729 days,124604.0,124608.0,high_confidence_candidate,,
ftp s 41 566 days plan_growth,124689.0,124686.0,high_confidence_candidate,,
ftp s 42 731 days plan_growth,124735.0,124743.0,high_confidence_candidate,,
ftp s 44 730 days _direct plan_growth,,,rejected,,
ftp s 49 729 days _direct plan_growth,,,rejected,,
ftp s 50 729 days _direct plan_growth,,,rejected,,
ftp s 51 597 days _direct plan_growth,,,rejected,,
ftp s 54 732 days _direct plan_growth,,,rejected,,
ftp s 57 594 days _direct plan_growth,,,rejected,,
ftp s 59 728 days _direct plan_growth,,,rejected,,
ftp s 60 643 days _direct plan_growth,,,rejected,,
ftp s 62 636 days _direct plan_growth,,,rejected,,
ftp s 64 447 days plan_growth,126432.0,126429.0,high_confidence_candidate,,
ftp s 66 1170 days _direct plan_growth,,,rejected,,
ftp s 69 728 days _direct plan_growth,,,rejected,,
ftp s 70 1169 days _direct plan_growth,,,rejected,,
ftp s 71 795 days _direct plan_growth,,,rejected,,
ftp s 73 50 days _direct plan_growth,,,rejected,,
ftp s 75 1170 days _direct plan_growth,,,rejected,,
ftp s 76 366 days _direct plan_growth,,,rejected,,
ftp s 77 1170 days _direct plan_growth,,,rejected,,
ftp s 78 1096 days _direct plan_growth,,,rejected,,
ftp s 79 1170 days _direct plan_growth,,,rejected,,
ftp s 81 729 days _direct plan_growth,,,rejected,,
ftp s 82 91 days _direct plan_growth,,,rejected,,
ftp s 83 729 days _direct plan_growth,,,rejected,,
ftp s 84 1175 days _direct plan_growth,,,rejected,,
ftp s 85 728 days _direct plan_growth,,,rejected,,
ftp s 86 1175 days _direct plan_growth,,,rejected,,
ftp s 88 1175 days _direct plan_growth,,,rejected,,
ftp s 89 742 days _direct plan_growth,,,rejected,,
ftp s 90 728 days _direct plan_growth,,,rejected,,
ftp s 91 1158 days _direct plan_,,,rejected,,
ftp s 92 735 days _direct plan_growth,,,rejected,,
ftp s 93 732 days _direct plan_growth,,,rejected,,
ftp s 97 788 days _direct plan_growth,,,rejected,,
ftp s52 728 days _direct plan_growth,,,rejected,,
ftp s67 729 days _direct plan_growth,,,rejected,,
ftp s72 419 days _direct plan_growth,,,rejected,,
ftp s74 1169 days plan_growth,127172.0,127165.0,high_confidence_candidate,,
ftp s_99 777days _direct_growth,,,rejected,,
ftp series 10 404 days,121204.0,121209.0,high_confidence_candidate,,
ftp series 11 397 days,121380.0,121371.0,high_confidence_candidate,,
ftp series 20 366 days,122732.0,122737.0,high_confidence_candidate,,
ftp series 21 370 days,122858.0,122863.0,high_confidence_candidate,,
ftp series 23 365 days plan_growth,122976.0,122968.0,high_confidence_candidate,,
ftp series 28 1098 days _direct plan_growth,,,rejected,,
ftp series 29 485 days _direct plan_growth,,,rejected,,
ftp series 30_direct plan_growth,,,rejected,,
ftp series 31 729 days _direct plan_growth,,,rejected,,
ftp series 32 729 days _direct plan_growth,,,rejected,,
ftp series 33 729 days _direct plan_growth,,,rejected,,
ftp series 34 728 days _direct plan_growth,,,rejected,,
ftp series 35 732 days plan_growth,124378.0,124384.0,high_confidence_candidate,,
ftp series 36 plan_growth,124391.0,124390.0,high_confidence_candidate,,
ftp series 38 166 days plan_growth,124427.0,124431.0,high_confidence_candidate,,
ftp series 39 506 days plan_growth,124440.0,124442.0,high_confidence_candidate,,
ftp series 48 601 days _direct plan_growth,,,rejected,,
ftp series 7,120181.0,120177.0,high_confidence_candidate,,
ftp series 9 410 days,121054.0,121055.0,high_confidence_candidate,,
fund,,,rejected,,
gilt fund,,,ambiguous,"[120447, 118464, 119099, 119116, 120590, 120282, 118672, 119707, 119603, 120792, 133265]","[116471, 111525, 100084, 100317, 101001, 102510]"
gilt fund investment pf,,,rejected,,
gilt fund short term,,,rejected,,
gilt fund treasury pf,,,rejected,,
gilt fund with 10 year constant duration,150410.0,150409.0,high_confidence_candidate,,
gilt fund with 10 year constant duration fund,118387.0,108753.0,high_confidence_candidate,,
gilt investment provident fund and trust,,,rejected,,
gilt mid term fund,119944.0,112928.0,high_confidence_candidate,,
gilt plus liquid,119612.0,100055.0,high_confidence_candidate,,
gilt savings,,,rejected,,
gilt securities fund,119953.0,101042.0,high_confidence_candidate,,
gilt short maturity fund,,,rejected,,
global advantage fund fof,,,rejected,,
global brand theme equity active fof,119602.0,106370.0,high_confidence_candidate,,
global clean energy overseas equity omni fof,119275.0,112126.0,high_confidence_candidate,,
global commodity stocks,,,rejected,,
global electric & autonomous vehicles equity passive fof,150595.0,150594.0,high_confidence_candidate,,
global emerging market overseas equity omni fof,,,rejected,,
global emerging opportunities fund,132140.0,132138.0,high_confidence_candidate,,
global equity alpha fund of fund,148485.0,148486.0,high_confidence_candidate,,
global innovation fund of fund,148954.0,148953.0,high_confidence_candidate,,
global innovation overseas equity omni fof,,,ambiguous,"[149059, 149816]","[149056, 149817]"
global stable equity fund fof,,,rejected,,
global x artificial intelligence & technology etf fund of fund,150597.0,150596.0,high_confidence_candidate,,
gold and silver passive fof,154078.0,154077.0,high_confidence_candidate,,
gold etf fof,,,ambiguous,"[120685, 154129]",[154130]
gold etf fund of fund,,,ambiguous,"[150714, 151974, 152183, 152287, 153007]","[151973, 152182, 152290, 153009]"
gold fund,,,ambiguous,"[120546, 120473, 119781, 119788]","[115897, 115676]"
gold savings fund,,,rejected,,
gold silver passive fof,,,ambiguous,"[153812, 153921]","[153814, 153922]"
goldman sachs cnx 500 fund,,,rejected,,
goldman sachs india equity fund,,,rejected,,
goldman sachs short term fund,,,rejected,,
government securities fund,119605.0,100058.0,high_confidence_candidate,,
government securities fund provident fund,,,rejected,,
government securities fund short term,119529.0,103190.0,high_confidence_candidate,,
