scheme_code,latest_name,name_prefix
119921,Tata Fixed Income Portfolio Fund - Scheme B3 - Direct Plan - Growth,tata fixed income portfolio fund - scheme b3 - direct plan -
119930,Tata Fixed Income Portfolio Fund - Scheme C2 - Direct Plan - Growth,tata fixed income portfolio fund - scheme c2 - direct plan -
119931,Tata Fixed Income Portfolio Fund - Scheme C2 - Direct Plan - Monthly Dividend,tata fixed income portfolio fund - scheme c2 - direct plan -
119932,Tata Fixed Income Portfolio Fund - Scheme C2 - Direct Plan - Half Yearly Dividend,tata fixed income portfolio fund - scheme c2 - direct plan -
119936,Tata Fixed Income Portfolio Fund - Scheme C3 - Direct Plan - Growth,tata fixed income portfolio fund - scheme c3 - direct plan -
119937,Tata Fixed Income Portfolio Fund - Scheme C3 - Direct Plan - Monthly Dividend,tata fixed income portfolio fund - scheme c3 - direct plan -
119938,Tata Fixed Income Portfolio Fund - Scheme C3 - Direct Plan - Half Yearly Dividend,tata fixed income portfolio fund - scheme c3 - direct plan -
119939,ING Treasury Advantage Fund - Institutional Plan - Direct Plan - Growth Option,ing treasury advantage fund - institutional plan - direct pl
119940,ING Treasury Advantage Fund - Institutional Plan - Direct Plan - Daily Dividend Option,ing treasury advantage fund - institutional plan - direct pl
119941,ING Treasury Advantage Fund - Institutional Plan - Direct Plan - Weekly Dividend Option,ing treasury advantage fund - institutional plan - direct pl
119942,ING Treasury Advantage Fund - Institutional Plan - Direct Plan - Quarterly Dividend Option,ing treasury advantage fund - institutional plan - direct pl
119943,ING Treasury Advantage Fund - Institutional Plan - Direct Plan - Monthly Dividend Option,ing treasury advantage fund - institutional plan - direct pl
119966,ING Gilt Fund- Provident Fund -Dynamic Plan - Direct Plan - Growth Option,ing gilt fund- provident fund -dynamic plan - direct plan -
119967,ING Gilt Fund- Provident Fund -Dynamic Plan - Direct Plan - Half Yearly Dividend Option,ing gilt fund- provident fund -dynamic plan - direct plan -
119968,ING Gilt Fund- Provident Fund -Dynamic Plan - Direct Plan - Annual Dividend Option,ing gilt fund- provident fund -dynamic plan - direct plan -
119969,ING Gilt Fund- Provident Fund -Dynamic Plan - Direct Plan  - Cyclical Series Option 2012,ing gilt fund- provident fund -dynamic plan - direct plan  -
119970,ING Gilt Fund- Provident Fund -Dynamic Plan - Direct Plan - Growth Auto Income Payout Option,ing gilt fund- provident fund -dynamic plan - direct plan -
119989,ING Asset Allocator Multi-Manager FoF Scheme - Direct Plan - Growth Option,ing asset allocator multi-manager fof scheme - direct plan -
119990,ING Asset Allocator Multi-Manager FoF Scheme - Direct Plan - Dividend Option,ing asset allocator multi-manager fof scheme - direct plan -
120003,ING Income Growth Multi Manager FoF Scheme - 15% Equity Plan -  Direct Plan - Option A - Growth Option,ing income growth multi manager fof scheme - 15% equity plan
120004,ING Income Growth Multi Manager FoF Scheme - 15% Equity Plan - Direct Plan - Option A- Dividend Option,ing income growth multi manager fof scheme - 15% equity plan
120021,ING Financial Planning Fund - Cautious Plan - Direct Plan - Dividend Option,ing financial planning fund - cautious plan - direct plan -
120022,ING Financial Planning Fund - Conservative Plan - Direct Plan - Growth Option,ing financial planning fund - conservative plan - direct pla
120023,ING Financial Planning Fund - Conservative Plan - Direct Plan - Dividend Option,ing financial planning fund - conservative plan - direct pla
120025,ING Financial Planning Fund - Aggressive Plan - Direct Plan - Growth Option,ing financial planning fund - aggressive plan - direct plan
120026,ING Financial Planning Fund - Aggressive Plan - Direct Plan - Dividend Option,ing financial planning fund - aggressive plan - direct plan
120027,ING Financial Planning Fund - Cautious Plan - Direct Plan - Growth Option,ing financial planning fund - cautious plan - direct plan -
120031,ING Income Growth Multi Manager FoF Scheme - 30% Equity Plan - Direct Plan - Option A - Dividend Option,ing income growth multi manager fof scheme - 30% equity plan
120032,ING Income Growth Multi Manager FoF Scheme - 30% Equity Plan -Direct Plan - Option A -  Growth Option,ing income growth multi manager fof scheme - 30% equity plan
120047,HSBC Dynamic Bond Fund - Direct Monthly IDCW,hsbc dynamic bond fund - direct monthly idcw
120048,HSBC Dynamic Bond Fund - Direct Growth,hsbc dynamic bond fund - direct growth
120049,HSBC Dynamic Bond Fund - Direct Monthly IDCW,hsbc dynamic bond fund - direct monthly idcw
120050,HSBC Dynamic Bond Fund - Direct Monthly IDCW,hsbc dynamic bond fund - direct monthly idcw
120051,HSBC Dynamic Bond Fund - Direct Monthly IDCW,hsbc dynamic bond fund - direct monthly idcw
120062,HSBC Short Duration Fund - Direct Growth,hsbc short duration fund - direct growth
120063,HSBC Low Duration Fund - Direct Monthly IDCW,hsbc low duration fund - direct monthly idcw
120065,HSBC Low Duration Fund - Direct Monthly IDCW,hsbc low duration fund - direct monthly idcw
120066,HSBC Low Duration Fund - Direct Growth,hsbc low duration fund - direct growth
120067,HSBC Low Duration Fund - Direct Monthly IDCW,hsbc low duration fund - direct monthly idcw
120107,DHFL PRAMERICA SHORT TERM FLOATING RATE FUND - DIRECT PLAN - DAILY DIVIDEND OPTION,dhfl pramerica short term floating rate fund - direct plan -
120108,DHFL PRAMERICA SHORT TERM FLOATING RATE FUND - DIRECT PLAN - GROWTH OPTION,dhfl pramerica short term floating rate fund - direct plan -
120109,DHFL PRAMERICA SHORT TERM FLOATING RATE FUND - DIRECT PLAN - MONTHLY DIVIDEND OPTION,dhfl pramerica short term floating rate fund - direct plan -
120110,DHFL PRAMERICA SHORT TERM FLOATING RATE FUND - DIRECT PLAN - WEEKLY DIVIDEND OPTION,dhfl pramerica short term floating rate fund - direct plan -
120150,Reliance Fixed Horizon Fund - XXII - Series 39 - Direct Plan - Growth Option,reliance fixed horizon fund - xxii - series 39 - direct plan
120151,Reliance Fixed Horizon Fund - XXII - Series 39 - Direct Plan - Dividend Payout Option,reliance fixed horizon fund - xxii - series 39 - direct plan
120155,Kotak Debt Hybrid - Monthly Payout of Income Distribution cum capital withdrawal option - Direct,kotak debt hybrid - monthly payout of income distribution cu
120156,Kotak Debt Hybrid - Quarterly Payout of Income Distribution cum capital withdrawal option - Direct,kotak debt hybrid - quarterly payout of income distribution
120163,Kotak-Small Cap Fund - Payout of Income Distribution cum capital withdrawal option - Direct,kotak-small cap fund - payout of income distribution cum cap
120165,Kotak Flexicap Fund - Payout of Income Distribution cum capital withdrawal option- Direct,kotak flexicap fund - payout of income distribution cum capi
120199,UTI FTIF Series XIII -IV (546 DAYS) - Quarterly Dividend Option,uti ftif series xiii -iv (546 days) - quarterly dividend opt
120203,Birla Sun Life Fixed Term Plan-Series GF (539 days)-Regular Plan-Quarterly Dividend,birla sun life fixed term plan-series gf (539 days)-regular
120204,Birla Sun Life Fixed Term Plan-Series GF (539 days)-Regular Plan-Normal Dividend,birla sun life fixed term plan-series gf (539 days)-regular
120205,Birla Sun Life Fixed Term Plan-Series GF (539 days)-Regular Plan-Growth,birla sun life fixed term plan-series gf (539 days)-regular
120206,Birla Sun Life Fixed Term Plan-Series GF (539 days)-Direct Plan-Normal Dividend,birla sun life fixed term plan-series gf (539 days)-direct p
120207,Birla Sun Life Fixed Term Plan-Series GF (539 days)-Direct Plan-Quarterly Dividend,birla sun life fixed term plan-series gf (539 days)-direct p
120208,Birla Sun Life Fixed Term Plan-Series GF (539 days)-Direct Plan-Growth,birla sun life fixed term plan-series gf (539 days)-direct p
120218,Aditya Birla Sun Life Interval Income Fund - Annual Plan I-Regular Plan-Quarterly Dividend,aditya birla sun life interval income fund - annual plan i-r
120219,Aditya Birla Sun Life Interval Income Fund - Annual Plan I-Regular Plan-Growth,aditya birla sun life interval income fund - annual plan i-r
120222,Aditya Birla Sun Life Interval Income Fund - Annual Plan I-Regular Plan-Normal Dividend,aditya birla sun life interval income fund - annual plan i-r
120244,ICICI Prudential Banking and Financial Services Fund - Direct Plan -  Growth,icici prudential banking and financial services fund - direc
120245,ICICI Prudential Banking and Financial Services Fund - Direct Plan -  IDCW,icici prudential banking and financial services fund - direc
120255,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Weekly IDCW,icici prudential banking and psu debt fund - direct plan -
120256,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Growth,icici prudential banking and psu debt fund - direct plan -
120257,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Daily IDCW,icici prudential banking and psu debt fund - direct plan -
120258,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Quarterly IDCW,icici prudential banking and psu debt fund - direct plan -
120313,ICICI Prudential Income plus Arbitrage Omni FOF - Direct Plan - Growth,icici prudential income plus arbitrage omni fof - direct pla
120314,ICICI Prudential Income plus Arbitrage Omni FOF - Direct Plan - IDCW,icici prudential income plus arbitrage omni fof - direct pla
120319,LIC NOMURA MF Floating Rate Fund - Short Term Plan - Direct Plan Daily Dividend Option,lic nomura mf floating rate fund - short term plan - direct
120320,LIC NOMURA MF Floating Rate Fund - Short Term Plan - Direct Plan Growth option,lic nomura mf floating rate fund - short term plan - direct
120321,LIC NOMURA MF Floating Rate Fund - Short Term Plan - Direct Plan Daily Weekly Option,lic nomura mf floating rate fund - short term plan - direct
120322,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Direct Plan - IDCW,icici prudential value fund (erstwhile value discovery fund)
120323,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Direct Plan - Growth,icici prudential value fund (erstwhile value discovery fund)
120342,LIC NOMURA MF SYSTEMATIC ASSET ALLOCATION FUND - Direct Plan DIVIDEND OPTION,lic nomura mf systematic asset allocation fund - direct plan
120343,LIC NOMURA MF SYSTEMATIC ASSET ALLOCATION FUND - Direct Plan GROWTH OPTION,lic nomura mf systematic asset allocation fund - direct plan
120354,Sahara Infrastructure Fund ---VARIABLE PRICING OPTION-Direct-Dividend,sahara infrastructure fund ---variable pricing option-direct
120355,Sahara Infrastructure Fund ---VARIABLE PRICING OPTION-Direct-Growth,sahara infrastructure fund ---variable pricing option-direct
120525,Religare Invesco GILT Fund - Short Duration Plan - Direct Plan - Growth,religare invesco gilt fund - short duration plan - direct pl
120526,Religare Invesco GILT Fund - Short Duration Plan - Direct Plan - Monthly Dividend,religare invesco gilt fund - short duration plan - direct pl
120527,Religare Invesco GILT Fund - Short Duration Plan - Direct Plan - Weekly Dividend,religare invesco gilt fund - short duration plan - direct pl
120548,Aditya Birla Sun Life MIP II - Savings 5 Plan - Monthly Growth /Payment - Direct Plan,aditya birla sun life mip ii - savings 5 plan - monthly grow
120549,Aditya Birla Sun Life MIP II - Savings 5 Plan - Monthly Dividend - Direct Plan,aditya birla sun life mip ii - savings 5 plan - monthly divi
120574,Aditya Birla Sun Life Monthly Income - Quarterly Dividend - Direct Plan,aditya birla sun life monthly income - quarterly dividend -
120585,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - Direct Plan - IDCW,icici prudential large cap fund (erstwhile bluechip fund)  -
120605,ICICI Prudential Gilt Fund Investment Plan PF Option - Direct Plan -Growth Option,icici prudential gilt fund investment plan pf option - direc
120606,ICICI Prudential Gilt Fund Investment Plan PF Option - Direct Plan - Half Yearly Dividend,icici prudential gilt fund investment plan pf option - direc
120610,ICICI Prudential Gilt Fund Treasury Plan PF Option - Direct Plan - Quarterly Dividend,icici prudential gilt fund treasury plan pf option - direct
120611,ICICI Prudential Gilt Fund Treasury Plan PF Option - Direct Plan -Growth Option,icici prudential gilt fund treasury plan pf option - direct
120612,ICICI Prudential Gilt Fund Treasury Plan PF Option - Direct Plan - Half Yearly Dividend,icici prudential gilt fund treasury plan pf option - direct
120623,ICICI Prudential Interval Fund IV Quarterly Interval Plan B - Direct Plan -  Growth,icici prudential interval fund iv quarterly interval plan b
120624,ICICI Prudential Interval Fund IV Quarterly Interval Plan B - Direct Plan -  Dividend,icici prudential interval fund iv quarterly interval plan b
120625,ICICI Prudential Interval Fund Annual Interval Plan I - Direct Plan -  Growth,icici prudential interval fund annual interval plan i - dire
120626,ICICI Prudential Interval Fund Annual Interval Plan I - Direct Plan -  Dividend,icici prudential interval fund annual interval plan i - dire
